Gold-Buy,Gold-Sell,Date
1706.4,1632.9,10-17-11 03:36:48
1705.8,1632.9,10-17-11 03:39:52
1704.8,1632.5,10-17-11 03:41:55
1702.1,1630.3,10-17-11 03:46:00
1702.7,1630.7,10-17-11 03:49:04
1703.4,1631.4,10-17-11 03:51:07
1705.5,1632.9,10-17-11 03:55:12
1705.5,1633.4,10-17-11 03:58:16
1705.4,1634.3,10-17-11 04:04:24
1705.3,1634.6,10-17-11 04:10:32
1705.1,1634.2,10-17-11 04:13:36
1704.4,1633.1,10-17-11 04:16:40
1704.3,1633.0,10-17-11 04:19:44
1704.1,1633.2,10-17-11 04:22:48
1703.7,1632.9,10-17-11 04:25:52
1703.6,1632.4,10-17-11 04:28:56
1703.1,1632.2,10-17-11 04:32:01
1703.9,1632.8,10-17-11 04:35:05
1703.7,1632.7,10-17-11 04:38:09
1703.1,1632.0,10-17-11 04:41:13
1703.6,1632.6,10-17-11 04:44:17
1704.2,1633.0,10-17-11 04:47:21
1704.3,1633.4,10-17-11 04:50:25
1704.6,1633.3,10-17-11 04:53:28
1704.8,1633.8,10-17-11 04:56:33
1705.0,1633.8,10-17-11 04:59:37
1704.2,1632.8,10-17-11 05:02:41
1703.1,1632.3,10-17-11 05:05:45
1702.9,1631.8,10-17-11 05:08:49
1703.1,1632.3,10-17-11 05:14:57
1703.2,1632.3,10-17-11 05:18:01
1705.2,1634.3,10-17-11 05:21:05
1704.8,1633.8,10-17-11 05:24:09
1704.7,1633.6,10-17-11 05:27:13
1704.9,1633.9,10-17-11 05:30:17
1703.9,1633.3,10-17-11 05:33:21
1704.5,1633.5,10-17-11 05:36:26
1705.5,1634.3,10-17-11 05:39:29
1705.8,1634.9,10-17-11 05:42:33
1705.9,1634.8,10-17-11 05:45:37
1706.1,1634.9,10-17-11 05:48:41
1705.8,1634.9,10-17-11 05:51:45
1706.5,1635.9,10-17-11 05:54:49
1704.7,1633.7,10-17-11 05:57:53
1705.2,1633.9,10-17-11 06:01:58
1705.7,1634.5,10-17-11 06:04:01
1705.7,1634.4,10-17-11 06:07:05
1704.9,1634.0,10-17-11 06:11:10
1705.4,1634.4,10-17-11 06:14:15
1705.7,1634.8,10-17-11 06:17:19
1706.5,1635.4,10-17-11 06:19:22
1706.6,1635.6,10-17-11 06:23:30
1706.8,1635.5,10-17-11 06:26:37
1706.5,1635.4,10-17-11 06:28:41
1706.3,1635.3,10-17-11 06:31:47
1706.3,1635.2,10-17-11 06:35:52
1706.1,1635.1,10-17-11 06:38:57
1706.1,1635.4,10-17-11 06:41:00
1705.3,1634.7,10-17-11 06:45:05
1706.6,1635.4,10-17-11 06:48:09
1705.8,1634.9,10-17-11 06:51:13
1705.5,1634.6,10-17-11 06:53:16
1705.8,1634.7,10-17-11 07:00:26
1705.7,1634.5,10-17-11 07:03:30
1705.6,1634.8,10-17-11 07:06:34
1706.9,1636.0,10-17-11 07:09:38
1706.9,1635.7,10-17-11 07:12:42
1706.7,1635.8,10-17-11 07:15:49
1707.7,1637.0,10-17-11 07:18:54
1707.9,1636.3,10-17-11 07:25:03
1708.2,1636.5,10-17-11 07:28:06
1707.4,1635.8,10-17-11 07:31:11
1707.1,1635.6,10-17-11 07:34:15
1707.0,1635.4,10-17-11 07:37:19
1707.5,1636.1,10-17-11 07:43:26
1707.1,1635.9,10-17-11 07:46:29
1706.9,1635.8,10-17-11 07:49:33
1707.2,1636.0,10-17-11 07:52:37
1706.0,1634.7,10-17-11 07:55:41
1705.1,1634.4,10-17-11 07:58:44
1708.5,1637.2,10-17-11 08:04:53
1709.1,1637.8,10-17-11 08:07:57
1709.1,1638.2,10-17-11 08:11:00
1709.3,1638.0,10-17-11 08:14:04
1709.1,1637.9,10-17-11 08:17:08
1710.6,1637.5,10-17-11 09:09:13
1710.0,1637.0,10-17-11 09:12:17
1710.2,1637.0,10-17-11 09:15:21
1708.8,1637.7,10-17-11 09:18:24
1708.7,1637.6,10-17-11 09:22:30
1709.0,1636.1,10-17-11 09:25:33
1708.5,1637.5,10-17-11 09:27:36
1681.6,1664.8,10-17-11 09:31:41
1678.7,1661.6,10-17-11 09:34:45
1681.1,1663.5,10-17-11 09:37:48
1680.2,1662.8,10-17-11 09:40:52
1681.4,1663.4,10-17-11 09:43:56
1677.7,1662.4,10-17-11 09:48:01
1677.2,1660.6,10-17-11 09:51:05
1680.4,1659.5,10-17-11 09:56:12
1675.0,1660.7,10-17-11 09:58:14
1676.7,1660.0,10-17-11 10:01:19
1671.9,1656.2,10-17-11 10:04:23
1669.5,1654.3,10-17-11 10:07:26
1671.4,1655.9,10-17-11 10:10:31
1669.9,1655.3,10-17-11 10:14:36
1668.2,1653.9,10-17-11 10:16:38
1666.4,1651.8,10-17-11 10:19:42
1666.6,1652.5,10-17-11 10:23:47
1667.1,1652.7,10-17-11 10:26:51
1667.6,1653.5,10-17-11 10:29:55
1666.0,1651.6,10-17-11 10:32:59
1667.8,1653.6,10-17-11 10:36:03
1668.8,1654.1,10-17-11 10:39:07
1668.5,1654.4,10-17-11 10:42:11
1667.3,1653.2,10-17-11 10:45:15
1667.1,1653.1,10-17-11 10:48:19
1667.4,1653.1,10-17-11 10:51:23
1667.2,1652.9,10-17-11 10:56:30
1667.5,1653.3,10-17-11 10:59:34
1667.8,1653.9,10-17-11 11:02:38
1669.3,1655.1,10-17-11 11:08:45
1668.4,1654.4,10-17-11 11:14:53
1670.9,1656.7,10-17-11 11:21:01
1671.6,1657.2,10-17-11 11:24:04
1674.3,1660.0,10-17-11 11:28:09
1675.0,1660.2,10-17-11 11:31:13
1673.5,1659.4,10-17-11 11:33:16
1674.4,1660.0,10-17-11 11:36:19
1673.6,1659.3,10-17-11 11:40:25
1675.2,1660.9,10-17-11 11:46:33
1672.4,1658.4,10-17-11 11:49:37
1672.7,1658.4,10-17-11 11:52:41
1673.5,1659.2,10-17-11 11:55:45
1672.9,1658.5,10-17-11 12:01:52
1671.8,1657.3,10-17-11 12:16:10
1698.5,1630.7,10-17-11 12:23:18
1675.9,1661.8,10-17-11 12:32:29
1676.7,1662.3,10-17-11 12:38:37
1703.2,1635.4,10-17-11 12:44:45
1676.1,1661.7,10-17-11 12:47:49
1702.8,1635.1,10-17-11 12:54:57
1677.0,1659.0,10-17-11 16:25:36
1700.9,1633.5,10-17-11 16:28:40
1675.0,1659.0,10-17-11 16:31:44
1701.9,1634.4,10-17-11 16:32:45
1702.3,1634.4,10-17-11 16:34:48
1702.0,1634.6,10-17-11 16:37:51
1673.9,1659.5,10-17-11 16:41:56
1674.9,1660.5,10-17-11 16:45:00
1672.7,1658.7,10-17-11 16:47:03
1674.6,1660.4,10-17-11 16:50:07
1675.0,1660.2,10-17-11 16:57:16
1675.1,1660.4,10-17-11 17:00:19
1672.4,1658.1,10-17-11 17:03:24
1671.2,1657.1,10-17-11 17:10:34
1673.0,1658.3,10-17-11 17:13:38
1675.4,1661.2,10-17-11 17:16:41
1675.6,1660.7,10-17-11 17:20:47
1675.7,1661.3,10-17-11 17:23:50
1675.9,1661.5,10-17-11 17:29:58
1675.4,1660.9,10-17-11 17:33:02
1674.9,1660.6,10-17-11 17:36:07
1675.5,1661.2,10-17-11 17:39:11
1676.2,1661.9,10-17-11 17:42:14
1673.4,1658.8,10-17-11 17:48:22
1671.9,1657.3,10-17-11 17:51:26
1674.2,1659.6,10-17-11 17:54:30
1673.9,1659.6,10-17-11 17:57:33
1700.0,1632.4,10-17-11 18:00:37
1700.5,1633.0,10-17-11 18:06:45
1701.3,1633.3,10-17-11 18:09:49
1703.5,1635.5,10-17-11 18:12:53
1703.5,1635.9,10-17-11 18:15:56
1704.9,1636.8,10-17-11 18:19:00
1705.6,1637.3,10-17-11 18:25:07
1706.2,1638.4,10-17-11 18:28:11
1706.2,1637.7,10-17-11 18:31:15
1706.2,1638.0,10-17-11 18:34:35
1704.8,1637.1,10-17-11 18:37:40
1704.2,1636.2,10-17-11 18:43:48
1704.2,1636.1,10-17-11 18:49:56
1705.8,1637.7,10-17-11 18:53:00
1706.1,1637.5,10-17-11 18:59:08
1707.7,1639.4,10-17-11 19:02:12
1708.0,1639.6,10-17-11 19:05:16
1706.9,1638.5,10-17-11 19:08:20
1707.1,1638.4,10-17-11 19:15:29
1707.5,1638.8,10-17-11 19:17:32
1707.4,1638.9,10-17-11 19:20:36
1707.5,1638.3,10-17-11 19:23:39
1706.6,1638.1,10-17-11 19:30:47
1706.7,1637.8,10-17-11 19:32:50
1706.2,1637.2,10-17-11 19:36:54
1706.4,1637.6,10-17-11 19:39:58
1705.4,1637.1,10-17-11 19:46:05
1705.3,1637.3,10-17-11 19:49:09
1706.5,1637.6,10-17-11 19:52:13
1703.9,1635.7,10-17-11 19:55:17
1704.3,1635.5,10-17-11 20:01:25
1704.8,1635.8,10-17-11 20:04:30
1704.5,1635.7,10-17-11 20:07:34
1701.0,1633.6,10-17-11 20:10:38
1695.0,1627.2,10-17-11 20:16:46
1695.3,1624.7,10-17-11 20:19:51
1692.3,1621.1,10-17-11 20:22:55
1691.0,1618.5,10-17-11 20:25:59
1696.8,1626.6,10-17-11 20:32:07
1694.1,1624.6,10-17-11 20:35:10
1692.2,1624.8,10-17-11 20:38:14
1693.8,1620.5,10-17-11 20:41:18
1695.3,1621.3,10-17-11 20:47:26
1691.3,1622.9,10-17-11 20:50:29
1694.0,1625.3,10-17-11 20:53:33
1695.2,1626.0,10-17-11 21:02:43
1695.5,1623.4,10-17-11 21:05:48
1694.0,1625.9,10-17-11 21:09:56
1695.6,1627.5,10-17-11 21:15:03
1696.8,1625.2,10-17-11 21:19:08
1695.7,1626.0,10-17-11 21:22:12
1699.0,1626.5,10-17-11 21:28:19
1699.6,1629.9,10-17-11 21:31:23
1698.9,1627.2,10-17-11 21:34:27
1699.9,1628.0,10-17-11 21:40:34
1698.6,1627.9,10-17-11 21:43:38
1694.9,1627.4,10-17-11 21:46:43
1695.0,1627.4,10-17-11 21:52:51
1702.7,1630.4,10-17-11 21:55:54
1698.9,1630.3,10-17-11 21:58:57
1695.8,1628.2,10-17-11 22:05:04
1695.2,1628.0,10-17-11 22:08:07
1696.6,1627.8,10-17-11 22:11:11
1697.3,1624.5,10-17-11 22:17:18
1695.7,1623.2,10-17-11 22:20:22
1697.9,1625.6,10-17-11 22:23:27
1693.0,1624.3,10-17-11 22:29:34
1697.9,1625.8,10-17-11 22:32:37
1698.8,1626.0,10-17-11 22:35:41
1691.8,1624.8,10-17-11 22:45:53
1690.6,1623.2,10-17-11 22:47:56
1693.4,1624.4,10-17-11 22:55:05
1693.3,1625.6,10-17-11 22:58:08
1698.6,1626.4,10-17-11 23:01:12
1692.3,1625.2,10-17-11 23:07:23
1693.4,1626.3,10-17-11 23:10:27
1701.1,1628.3,10-17-11 23:13:31
1700.3,1628.2,10-17-11 23:19:39
1700.7,1628.6,10-17-11 23:22:43
1701.4,1629.5,10-17-11 23:25:47
1699.8,1627.6,10-17-11 23:31:55
1699.7,1627.7,10-17-11 23:34:59
1698.8,1626.5,10-17-11 23:38:03
1700.4,1627.8,10-17-11 23:44:11
1692.9,1625.7,10-17-11 23:47:16
1699.8,1628.1,10-17-11 23:50:20
1700.6,1628.1,10-17-11 23:53:24
1700.7,1628.2,10-18-11 00:00:33
1700.7,1628.4,10-18-11 00:06:41
1698.3,1628.0,10-18-11 00:09:45
1700.5,1628.2,10-18-11 00:12:49
1698.3,1629.5,10-18-11 00:15:53
1699.9,1630.2,10-18-11 00:18:57
1697.9,1630.5,10-18-11 00:22:01
1699.1,1630.3,10-18-11 00:25:05
1702.1,1629.6,10-18-11 00:31:13
1701.8,1629.4,10-18-11 00:34:17
1696.3,1628.8,10-18-11 00:37:20
1698.6,1629.4,10-18-11 00:40:24
1699.1,1629.9,10-18-11 00:43:28
1699.3,1630.1,10-18-11 00:46:32
1701.5,1629.4,10-18-11 00:49:36
1698.8,1629.1,10-18-11 00:58:48
1698.9,1629.1,10-18-11 01:01:52
1696.9,1628.1,10-18-11 01:04:56
1698.3,1629.5,10-18-11 01:08:00
1698.1,1630.7,10-18-11 01:11:04
1700.6,1633.1,10-18-11 01:18:13
1694.6,1623.7,10-18-11 01:45:49
1695.7,1623.6,10-18-11 01:47:51
1694.7,1623.9,10-18-11 02:04:12
1695.0,1624.4,10-18-11 02:07:16
1695.1,1624.6,10-18-11 02:13:24
1695.0,1624.6,10-18-11 02:16:28
1694.4,1623.8,10-18-11 02:19:32
1695.4,1624.7,10-18-11 02:22:36
1695.5,1624.8,10-18-11 02:25:40
1695.9,1625.4,10-18-11 02:28:43
1695.8,1625.4,10-18-11 02:31:47
1699.1,1628.9,10-18-11 02:34:54
1695.7,1624.6,10-18-11 02:37:59
1699.4,1629.4,10-18-11 02:41:05
1699.5,1629.4,10-18-11 02:44:09
1699.3,1629.1,10-18-11 02:47:12
1695.8,1625.1,10-18-11 02:50:16
1695.7,1625.0,10-18-11 02:53:20
1695.7,1624.8,10-18-11 02:56:23
1699.8,1629.7,10-18-11 02:59:27
1696.1,1627.6,10-18-11 03:02:31
1696.3,1625.5,10-18-11 03:05:35
1699.4,1625.9,10-18-11 03:08:39
1696.6,1625.9,10-18-11 03:11:42
1700.5,1630.1,10-18-11 03:14:47
1697.3,1626.0,10-18-11 03:17:52
1701.1,1630.6,10-18-11 03:20:57
1697.1,1629.6,10-18-11 03:24:01
1697.1,1626.3,10-18-11 03:27:05
1697.1,1626.6,10-18-11 03:30:09
1696.6,1625.8,10-18-11 03:33:13
1699.9,1629.7,10-18-11 03:36:16
1702.6,1632.6,10-18-11 03:40:21
1696.5,1625.3,10-18-11 03:42:24
1700.9,1630.6,10-18-11 03:45:28
1701.3,1630.7,10-18-11 03:48:32
1698.6,1626.3,10-18-11 03:52:37
1697.6,1626.5,10-18-11 03:57:44
1697.8,1626.8,10-18-11 04:01:49
1698.1,1626.4,10-18-11 04:04:53
1698.4,1626.1,10-18-11 04:07:56
1697.2,1624.9,10-18-11 04:09:59
1696.5,1624.0,10-18-11 04:14:04
1695.7,1623.0,10-18-11 04:17:08
1695.8,1623.5,10-18-11 04:20:12
1695.9,1622.8,10-18-11 04:23:16
1695.4,1628.0,10-18-11 04:26:19
1695.3,1623.8,10-18-11 04:29:23
1695.9,1623.7,10-18-11 04:32:27
1696.0,1624.1,10-18-11 04:35:31
1696.4,1624.3,10-18-11 04:38:35
1697.5,1624.8,10-18-11 04:41:39
1697.6,1629.5,10-18-11 04:44:42
1698.3,1626.3,10-18-11 04:47:46
1698.9,1626.7,10-18-11 04:50:50
1699.1,1626.8,10-18-11 04:53:54
1698.8,1626.9,10-18-11 04:56:58
1699.4,1627.1,10-18-11 05:00:01
1698.2,1628.3,10-18-11 05:03:07
1701.7,1631.2,10-18-11 05:09:15
1702.9,1632.5,10-18-11 05:12:18
1699.1,1629.5,10-18-11 05:15:22
1700.1,1629.9,10-18-11 05:18:27
1698.2,1628.5,10-18-11 05:21:31
1701.4,1631.2,10-18-11 05:24:34
1700.5,1630.9,10-18-11 05:27:39
1699.1,1625.8,10-18-11 05:30:44
1698.1,1625.0,10-18-11 05:33:49
1697.3,1624.4,10-18-11 05:36:52
1698.5,1625.3,10-18-11 05:43:00
1698.3,1625.3,10-18-11 05:46:04
1698.0,1625.0,10-18-11 05:49:07
1698.3,1625.5,10-18-11 05:52:11
1699.9,1630.9,10-18-11 05:55:15
1698.8,1625.3,10-18-11 05:58:19
1697.7,1625.1,10-18-11 06:02:24
1696.6,1623.9,10-18-11 06:07:31
1697.6,1625.5,10-18-11 06:10:34
1697.4,1625.2,10-18-11 06:14:39
1696.1,1624.4,10-18-11 06:17:43
1696.6,1624.8,10-18-11 06:20:47
1697.3,1627.6,10-18-11 06:22:50
1696.1,1625.0,10-18-11 06:26:55
1696.3,1625.7,10-18-11 06:29:58
1696.0,1625.6,10-18-11 06:33:02
1696.7,1626.2,10-18-11 06:36:06
1697.0,1626.4,10-18-11 06:39:11
1697.5,1627.0,10-18-11 06:42:15
1696.5,1626.1,10-18-11 06:48:22
1696.8,1626.4,10-18-11 06:51:26
1697.2,1626.6,10-18-11 06:54:30
1696.9,1626.2,10-18-11 06:57:34
1696.6,1626.3,10-18-11 07:00:38
1696.4,1626.0,10-18-11 07:03:42
1695.7,1625.3,10-18-11 07:06:46
1695.6,1625.3,10-18-11 07:09:49
1695.9,1625.1,10-18-11 07:12:54
1695.7,1625.0,10-18-11 07:16:01
1696.4,1625.5,10-18-11 07:19:07
1696.4,1626.1,10-18-11 07:22:13
1697.1,1626.2,10-18-11 07:25:16
1696.9,1625.8,10-18-11 07:28:20
1696.4,1625.5,10-18-11 07:31:24
1696.6,1625.6,10-18-11 07:34:27
1696.3,1625.4,10-18-11 07:37:30
1696.6,1625.5,10-18-11 07:40:34
1697.1,1626.0,10-18-11 07:43:37
1697.2,1626.7,10-18-11 07:46:40
1696.6,1626.1,10-18-11 07:49:44
1697.2,1626.2,10-18-11 07:52:47
1697.2,1626.1,10-18-11 07:55:51
1695.7,1626.1,10-18-11 07:58:56
1696.3,1623.9,10-18-11 08:05:04
1694.2,1622.0,10-18-11 09:06:20
1693.9,1622.1,10-18-11 09:09:24
1693.5,1621.6,10-18-11 09:13:29
1695.1,1625.2,10-18-11 09:16:33
1694.7,1622.2,10-18-11 09:19:36
1696.3,1622.3,10-18-11 09:22:40
1696.4,1622.5,10-18-11 09:25:44
1696.4,1627.1,10-18-11 09:28:48
1670.3,1653.2,10-18-11 09:31:52
1669.5,1653.2,10-18-11 09:34:55
1671.6,1652.5,10-18-11 09:37:59
1671.0,1652.6,10-18-11 09:41:03
1670.8,1653.8,10-18-11 09:44:07
1671.7,1657.7,10-18-11 09:47:10
1674.2,1654.8,10-18-11 10:00:27
1671.9,1653.3,10-18-11 10:03:31
1667.6,1653.5,10-18-11 10:07:36
1665.5,1650.9,10-18-11 10:13:44
1666.3,1651.7,10-18-11 10:16:47
1664.0,1649.7,10-18-11 10:23:57
1664.9,1650.7,10-18-11 10:27:01
1664.8,1650.4,10-18-11 10:31:07
1665.3,1651.4,10-18-11 10:34:11
1665.9,1651.0,10-18-11 10:37:15
1665.2,1650.6,10-18-11 10:40:19
1664.8,1650.0,10-18-11 10:43:23
1664.3,1649.7,10-18-11 10:46:27
1664.1,1649.3,10-18-11 10:49:31
1663.9,1649.2,10-18-11 10:53:36
1664.4,1650.1,10-18-11 10:56:40
1664.2,1649.3,10-18-11 10:59:45
1662.8,1648.2,10-18-11 11:02:49
1664.6,1650.2,10-18-11 11:05:52
1665.6,1651.0,10-18-11 11:08:56
1664.8,1650.7,10-18-11 11:14:03
1667.8,1653.5,10-18-11 11:17:06
1668.1,1653.9,10-18-11 11:20:10
1667.8,1653.4,10-18-11 11:26:17
1668.0,1653.8,10-18-11 11:29:22
1671.6,1657.3,10-18-11 11:32:26
1671.5,1657.4,10-18-11 11:35:29
1672.3,1658.0,10-18-11 11:38:33
1670.9,1656.6,10-18-11 11:41:37
1670.9,1656.5,10-18-11 11:44:41
1669.7,1655.3,10-18-11 11:47:45
1671.7,1657.1,10-18-11 11:51:50
1671.6,1656.9,10-18-11 11:53:52
1670.9,1656.9,10-18-11 11:56:56
1668.8,1654.5,10-18-11 12:01:01
1669.4,1655.3,10-18-11 12:03:03
1669.5,1655.0,10-18-11 12:07:09
1667.9,1653.5,10-18-11 12:10:12
1667.9,1653.8,10-18-11 12:13:16
1665.0,1651.0,10-18-11 12:16:20
1666.1,1652.2,10-18-11 12:19:24
1666.7,1652.6,10-18-11 12:22:28
1667.6,1653.3,10-18-11 12:25:32
1671.1,1657.0,10-18-11 12:28:36
1671.9,1657.4,10-18-11 12:31:40
1673.3,1659.0,10-18-11 12:34:44
1674.8,1659.8,10-18-11 12:37:48
1674.3,1659.7,10-18-11 12:40:51
1673.5,1659.2,10-18-11 12:43:55
1673.8,1659.5,10-18-11 12:46:59
1673.8,1659.6,10-18-11 12:50:05
1673.7,1659.3,10-18-11 12:53:09
1674.3,1660.1,10-18-11 12:56:13
1674.4,1660.3,10-18-11 12:59:17
1675.2,1660.8,10-18-11 13:02:21
1673.8,1659.2,10-18-11 13:05:25
1669.8,1655.0,10-18-11 13:08:29
1671.1,1656.5,10-18-11 13:12:35
1673.1,1658.9,10-18-11 13:14:37
1671.7,1657.5,10-18-11 13:17:41
1672.9,1658.6,10-18-11 13:20:45
1674.2,1660.1,10-18-11 13:23:48
1673.6,1659.1,10-18-11 13:27:53
1673.4,1658.6,10-18-11 13:30:57
1672.0,1657.4,10-18-11 13:34:01
1670.0,1656.2,10-18-11 13:37:05
1671.2,1656.5,10-18-11 13:40:09
1670.9,1656.2,10-18-11 13:43:13
1669.3,1654.7,10-18-11 13:46:17
1670.7,1656.0,10-18-11 13:49:21
1670.2,1656.1,10-18-11 13:52:24
1671.0,1656.4,10-18-11 13:55:28
1671.8,1657.0,10-18-11 13:58:32
1671.8,1657.5,10-18-11 14:01:36
1671.0,1656.2,10-18-11 14:04:40
1671.2,1656.5,10-18-11 14:07:44
1671.5,1656.8,10-18-11 14:10:47
1671.5,1656.9,10-18-11 14:13:51
1671.6,1657.2,10-18-11 14:16:55
1672.0,1657.4,10-18-11 14:19:59
1670.7,1656.9,10-18-11 14:23:03
1670.8,1656.1,10-18-11 14:26:07
1671.3,1656.6,10-18-11 14:29:11
1670.8,1656.8,10-18-11 14:32:15
1671.4,1656.8,10-18-11 14:36:22
1671.6,1656.7,10-18-11 14:39:26
1670.6,1656.2,10-18-11 14:42:31
1670.8,1655.8,10-18-11 14:45:35
1670.7,1656.1,10-18-11 14:48:39
1670.4,1655.8,10-18-11 14:51:43
1670.3,1655.8,10-18-11 14:54:47
1671.3,1657.1,10-18-11 14:57:52
1671.5,1656.7,10-18-11 15:00:55
1671.2,1656.9,10-18-11 15:05:00
1672.7,1658.0,10-18-11 15:08:04
1674.7,1660.1,10-18-11 15:13:10
1675.4,1660.8,10-18-11 15:16:14
1675.1,1660.4,10-18-11 15:19:18
1673.8,1659.6,10-18-11 15:22:22
1674.2,1659.9,10-18-11 15:25:26
1674.0,1659.4,10-18-11 15:29:31
1675.6,1661.2,10-18-11 15:32:35
1675.6,1661.0,10-18-11 15:35:39
1671.9,1657.5,10-18-11 15:38:43
1672.2,1657.8,10-18-11 15:42:48
1676.2,1661.8,10-18-11 15:44:50
1671.2,1656.8,10-18-11 15:47:54
1666.8,1652.0,10-18-11 15:52:00
1666.5,1652.0,10-18-11 15:54:02
1666.9,1652.4,10-18-11 15:58:07
1662.6,1647.5,10-18-11 16:00:10
1665.4,1650.5,10-18-11 16:04:15
1663.4,1649.3,10-18-11 16:07:19
1658.9,1644.5,10-18-11 16:10:22
1661.0,1646.8,10-18-11 16:13:26
1661.1,1646.7,10-18-11 16:16:30
1663.0,1648.5,10-18-11 16:19:36
1661.9,1647.3,10-18-11 16:22:41
1659.5,1645.5,10-18-11 16:29:51
1660.7,1646.5,10-18-11 16:31:54
1662.6,1648.4,10-18-11 16:34:59
1660.7,1646.1,10-18-11 16:38:03
1662.1,1648.0,10-18-11 16:41:07
1661.4,1647.1,10-18-11 16:44:11
1658.4,1644.2,10-18-11 16:47:16
1658.7,1644.2,10-18-11 16:50:20
1655.8,1641.6,10-18-11 16:53:24
1655.6,1641.0,10-18-11 16:56:28
1656.2,1641.4,10-18-11 16:59:32
1657.3,1643.2,10-18-11 17:02:36
1659.5,1645.0,10-18-11 17:05:43
1658.4,1644.3,10-18-11 17:09:50
1659.3,1644.9,10-18-11 17:12:58
1658.8,1644.4,10-18-11 17:16:02
1657.6,1642.9,10-18-11 17:19:06
1657.4,1642.5,10-18-11 17:22:10
1656.7,1642.0,10-18-11 17:25:15
1656.1,1641.5,10-18-11 17:28:19
1657.0,1642.6,10-18-11 17:31:22
1658.8,1644.6,10-18-11 17:34:26
1656.7,1642.6,10-18-11 17:37:30
1656.2,1641.6,10-18-11 17:40:34
1654.8,1641.0,10-18-11 17:43:38
1653.6,1639.3,10-18-11 17:47:43
1652.2,1637.6,10-18-11 17:50:47
1649.7,1634.5,10-18-11 17:53:52
1648.6,1634.7,10-18-11 17:56:56
1649.9,1634.9,10-18-11 18:00:00
1676.0,1608.8,10-18-11 18:03:04
1674.4,1605.4,10-18-11 18:06:08
1673.1,1605.5,10-18-11 18:09:13
1674.7,1607.5,10-18-11 18:12:18
1676.7,1608.7,10-18-11 18:15:22
1677.0,1609.4,10-18-11 18:18:26
1677.0,1609.8,10-18-11 18:21:33
1677.4,1609.6,10-18-11 18:24:36
1677.8,1610.7,10-18-11 18:30:45
1680.6,1612.8,10-18-11 18:33:49
1682.0,1614.3,10-18-11 18:36:53
1682.8,1614.9,10-18-11 18:39:56
1683.9,1615.8,10-18-11 18:43:00
1682.4,1615.4,10-18-11 18:46:04
1682.0,1614.3,10-18-11 18:49:08
1680.1,1612.6,10-18-11 18:53:13
1678.3,1611.5,10-18-11 18:55:15
1679.0,1611.1,10-18-11 18:58:19
1679.3,1610.7,10-18-11 19:01:22
1679.8,1612.0,10-18-11 19:04:26
1679.1,1611.3,10-18-11 19:09:33
1679.7,1611.8,10-18-11 19:11:35
1676.6,1608.9,10-18-11 19:13:38
1675.4,1607.7,10-18-11 19:17:43
1675.5,1607.5,10-18-11 19:20:50
1677.3,1608.7,10-18-11 19:23:54
1676.4,1608.0,10-18-11 19:26:58
1676.4,1608.2,10-18-11 19:30:02
1676.7,1609.2,10-18-11 19:33:07
1678.6,1609.9,10-18-11 19:36:11
1680.8,1612.2,10-18-11 19:39:14
1682.4,1613.6,10-18-11 19:42:19
1683.8,1615.1,10-18-11 19:45:23
1684.9,1615.9,10-18-11 19:48:27
1686.0,1616.9,10-18-11 19:51:31
1686.2,1618.4,10-18-11 19:54:34
1684.5,1616.0,10-18-11 19:57:38
1684.5,1616.2,10-18-11 20:00:42
1685.8,1615.8,10-18-11 20:03:49
1685.4,1616.1,10-18-11 20:06:55
1683.5,1615.2,10-18-11 20:10:04
1684.0,1615.0,10-18-11 20:13:14
1682.4,1614.9,10-18-11 20:16:19
1686.4,1617.8,10-18-11 20:22:26
1687.5,1618.4,10-18-11 20:25:33
1688.5,1619.4,10-18-11 20:28:37
1686.8,1617.5,10-18-11 20:31:41
1687.2,1618.8,10-18-11 20:34:46
1690.1,1618.9,10-18-11 20:37:50
1694.6,1624.0,10-18-11 20:40:55
1698.9,1626.3,10-18-11 20:44:08
1697.6,1626.5,10-18-11 20:47:15
1696.6,1623.8,10-18-11 20:50:21
1694.3,1622.5,10-18-11 20:53:25
1691.0,1622.2,10-18-11 20:56:30
1691.1,1622.0,10-18-11 20:59:36
1694.9,1624.3,10-18-11 21:02:41
1691.2,1622.3,10-18-11 21:05:45
1690.8,1621.9,10-18-11 21:08:49
1690.8,1622.0,10-18-11 21:11:55
1688.7,1620.0,10-18-11 21:14:58
1692.3,1620.4,10-18-11 21:18:05
1692.1,1620.6,10-18-11 21:21:11
1690.5,1619.8,10-18-11 21:24:18
1689.3,1620.9,10-18-11 21:27:21
1689.8,1620.8,10-18-11 21:30:26
1694.6,1622.0,10-18-11 21:33:30
1695.4,1622.1,10-18-11 21:36:35
1695.5,1622.4,10-18-11 21:39:38
1694.5,1622.2,10-18-11 21:42:43
1693.7,1620.9,10-18-11 21:45:50
1694.5,1621.5,10-18-11 21:48:53
1693.8,1620.9,10-18-11 21:51:58
1696.1,1624.2,10-18-11 21:55:01
1695.8,1622.6,10-18-11 21:58:26
1695.1,1622.5,10-18-11 22:01:30
1694.8,1620.9,10-18-11 22:04:34
1694.4,1622.6,10-18-11 22:07:38
1696.3,1622.9,10-18-11 22:10:43
1698.4,1625.1,10-18-11 22:13:47
1698.0,1625.6,10-18-11 22:16:54
1698.4,1625.4,10-18-11 22:20:00
1698.3,1625.3,10-18-11 22:23:04
